iso_code,iso_code,date,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_deaths,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,2/26/2020,0,0,0,0,0,0,0
BRA,South America,2/27/2020,0,0,0,0,0,0,0
BRA,South America,2/28/2020,0,0,0,0,0,0,0
BRA,South America,2/29/2020,0,0,0,0,0,3.12,11.3266588
BRA,South America,3/1/2020,0,0,0,0,0,0,0
BRA,South America,3/2/2020,0,0,0,0,0,0,0
BRA,South America,3/3/2020,0,0,0,0,0,0,0
BRA,South America,3/4/2020,0,0,0,0,0,0,0
BRA,South America,3/5/2020,0,0,0,0,0,0,0
BRA,South America,3/6/2020,0,0,0,0,0,0,0
BRA,South America,3/7/2020,0,0,0,0,0,0,0
BRA,South America,3/8/2020,0,0,0,0,0,0,0
BRA,South America,3/9/2020,0,0,0,0,0,0,0
BRA,South America,3/10/2020,0,0,0,0,0,0,0
BRA,South America,3/11/2020,0,0,0,0,0,0,0
BRA,South America,3/12/2020,0,0,0,0,0,0,0
BRA,South America,3/13/2020,0,0,0,0,0,0,0
BRA,South America,3/14/2020,0,0,0,0,0,0,0
BRA,South America,3/15/2020,0,0,0,0,0,0,0
BRA,South America,3/16/2020,0,0,0,0,0,0,0
BRA,South America,3/17/2020,0,0,0,0,1,0,0
BRA,South America,3/18/2020,0,0,0,0,2,0,0
BRA,South America,3/19/2020,0,0,0,0,3,0,0
BRA,South America,3/20/2020,0,0,0,0,5,0,0
BRA,South America,3/21/2020,0,0,0,0,4,0,0
BRA,South America,3/22/2020,0.017,0,0,0,10,0,0
BRA,South America,3/23/2020,0.023,0,0,0,9,0,0
BRA,South America,3/24/2020,0.03,0,0,0,12,0,0
BRA,South America,3/25/2020,0.037,0,0,0,13,0,0
BRA,South America,3/26/2020,0.047,0,0,0,18,0,0
BRA,South America,3/27/2020,0.054,0,0,0,15,0,0
BRA,South America,3/28/2020,0.064,0,0,0,19,0,0
BRA,South America,3/29/2020,0.074,0,0,0,25,0,0
BRA,South America,3/30/2020,0.083,0,0,0,23,0,0
BRA,South America,3/31/2020,0.103,0,0,0,42,4.48,34.9094007
BRA,South America,4/1/2020,0.121,0,0,0,39,0,0
BRA,South America,4/2/2020,0.165,0,0,0,84,0,0
BRA,South America,4/3/2020,0.178,0,0,0,35,0,0
BRA,South America,4/4/2020,0.223,0,0,0,86,0,0
BRA,South America,4/5/2020,0.233,0,0,0,41,0,0
BRA,South America,4/6/2020,0.27,0,0,0,78,0,0
BRA,South America,4/7/2020,0.323,0,0,0,122,0,0
BRA,South America,4/8/2020,0.386,0,0,0,133,0,0
BRA,South America,4/9/2020,0.417,0,0,0,131,0,0
BRA,South America,4/10/2020,0.465,0,0,0,107,0,0
BRA,South America,4/11/2020,0.453,0,0,0,67,0,0
BRA,South America,4/12/2020,0.491,0,0,0,99,0,0
BRA,South America,4/13/2020,0.509,0,0,0,105,0,0
BRA,South America,4/14/2020,0.564,0,0,0,204,0,0
BRA,South America,4/15/2020,0.611,0,0,0,204,0,0
BRA,South America,4/16/2020,0.649,0,0,0,188,0,0
BRA,South America,4/17/2020,0.723,0,0,0,217,0,0
BRA,South America,4/18/2020,0.82,0,0,0,213,0,0
BRA,South America,4/19/2020,0.826,0,0,0,108,0,0
BRA,South America,4/20/2020,0.839,0,0,0,125,0,0
BRA,South America,4/21/2020,0.806,0,0,0,154,0,0
BRA,South America,4/22/2020,0.78,0,0,0,165,0,0
BRA,South America,4/23/2020,0.938,0,0,0,425,0,0
BRA,South America,4/24/2020,1.042,0,0,0,373,0,0
BRA,South America,4/25/2020,1.135,0,0,0,353,0,0
BRA,South America,4/26/2020,1.216,0,0,0,229,0,0
BRA,South America,4/27/2020,1.344,0,0,0,317,0,0
BRA,South America,4/28/2020,1.561,0,0,0,480,0,0
BRA,South America,4/29/2020,1.738,0,0,0,430,0,0
BRA,South America,4/30/2020,1.783,0,0,0,493,9.42,84.53655249
BRA,South America,5/1/2020,1.805,0,0,0,406,0,0
BRA,South America,5/2/2020,1.802,0,0,0,349,0,0
BRA,South America,5/3/2020,1.843,0,0,0,290,0,0
BRA,South America,5/4/2020,1.842,0,0,0,316,0,0
BRA,South America,5/5/2020,1.903,0,0,0,571,0,0
BRA,South America,5/6/2020,2.05,0,0,0,650,0,0
BRA,South America,5/7/2020,2.122,0,0,0,602,0,0
BRA,South America,5/8/2020,2.403,0,0,0,827,0,0
BRA,South America,5/9/2020,2.596,0,0,0,639,0,0
BRA,South America,5/10/2020,2.714,0,0,0,467,0,0
BRA,South America,5/11/2020,2.857,0,0,0,530,0,0
BRA,South America,5/12/2020,3.015,0,0,0,808,0,0
BRA,South America,5/13/2020,3.101,0,0,0,779,0,0
BRA,South America,5/14/2020,3.205,0,0,0,759,0,0
BRA,South America,5/15/2020,3.296,0,0,0,963,0,0
BRA,South America,5/16/2020,3.337,0,0,0,700,0,0
BRA,South America,5/17/2020,3.329,0,0,0,456,0,0
BRA,South America,5/18/2020,3.466,0,0,0,735,0,0
BRA,South America,5/19/2020,3.681,0,0,0,1130,0,0
BRA,South America,5/20/2020,3.879,0,0,0,1076,0,0
BRA,South America,5/21/2020,4.085,0,0,0,1069,0,0
BRA,South America,5/22/2020,4.131,0,0,0,1031,0,0
BRA,South America,5/23/2020,4.361,0,0,0,1046,0,0
BRA,South America,5/24/2020,4.496,0,0,0,658,0,0
BRA,South America,5/25/2020,4.49,0,0,0,727,0,0
BRA,South America,5/26/2020,4.44,0,0,0,1054,0,0
BRA,South America,5/27/2020,4.43,0,0,0,1061,0,0
BRA,South America,5/28/2020,4.51,0,0,0,1190,0,0
BRA,South America,5/29/2020,4.581,0,0,0,1137,0,0
BRA,South America,5/30/2020,4.46,0,0,0,864,0,0
BRA,South America,5/31/2020,4.335,0,0,0,471,28.71,245.3605502
BRA,South America,6/1/2020,4.345,0,0,0,741,0,0
BRA,South America,6/2/2020,4.552,0,0,0,1365,0,0
BRA,South America,6/3/2020,4.64,0,0,0,1194,0,0
BRA,South America,6/4/2020,4.854,0,0,0,1510,0,0
BRA,South America,6/5/2020,4.813,0,0,0,1076,0,0
BRA,South America,6/6/2020,4.771,0,0,0,801,0,0
BRA,South America,6/7/2020,4.774,0,0,0,476,0,0
BRA,South America,6/8/2020,4.856,0,0,0,863,0,0
BRA,South America,6/9/2020,4.741,0,0,0,1193,0,0
BRA,South America,6/10/2020,4.77,0,0,0,1238,0,0
BRA,South America,6/11/2020,4.609,0,0,0,1268,0,0
BRA,South America,6/12/2020,4.454,0,0,0,843,0,0
BRA,South America,6/13/2020,4.491,0,0,0,857,0,0
BRA,South America,6/14/2020,4.596,0,0,0,634,0,0
BRA,South America,6/15/2020,4.53,0,0,0,764,0,0
BRA,South America,6/16/2020,4.623,0,0,0,1332,0,0
BRA,South America,6/17/2020,4.588,0,0,0,1185,0,0
BRA,South America,6/18/2020,4.568,0,0,0,1239,0,0
BRA,South America,6/19/2020,4.788,0,0,0,1172,0,0
BRA,South America,6/20/2020,4.871,0,0,0,982,0,0
BRA,South America,6/21/2020,4.837,0,0,0,583,0,0
BRA,South America,6/22/2020,4.836,0,0,0,762,0,0
BRA,South America,6/23/2020,4.885,0,0,0,1406,0,0
BRA,South America,6/24/2020,4.831,0,0,0,1104,0,0
BRA,South America,6/25/2020,4.792,0,0,0,1180,0,0
BRA,South America,6/26/2020,4.672,0,0,0,993,0,0
BRA,South America,6/27/2020,4.705,0,0,0,1031,0,0
BRA,South America,6/28/2020,4.712,0,0,0,594,0,0
BRA,South America,6/29/2020,4.686,0,0,0,722,0,0
BRA,South America,6/30/2020,4.626,0,0,0,1317,17.43,342.7653367
BRA,South America,7/1/2020,4.614,0,0,0,1086,0,0
BRA,South America,7/2/2020,4.667,0,0,0,1259,0,0
BRA,South America,7/3/2020,4.814,0,0,0,1213,0,0
BRA,South America,7/4/2020,4.833,0,0,0,1060,0,0
BRA,South America,7/5/2020,4.809,0,0,0,558,0,0
BRA,South America,7/6/2020,4.784,0,0,0,685,0,0
BRA,South America,7/7/2020,4.773,0,0,0,1300,0,0
BRA,South America,7/8/2020,4.831,0,0,0,1173,0,0
BRA,South America,7/9/2020,4.806,0,0,0,1222,0,0
BRA,South America,7/10/2020,4.863,0,0,0,1298,0,0
BRA,South America,7/11/2020,4.778,0,0,0,932,0,0
BRA,South America,7/12/2020,4.817,0,0,0,617,0,0
BRA,South America,7/13/2020,4.917,0,0,0,835,0,0
BRA,South America,7/14/2020,4.913,0,0,0,1294,0,0
BRA,South America,7/15/2020,4.984,0,0,0,1280,0,0
BRA,South America,7/16/2020,5.036,0,0,0,1299,0,0
BRA,South America,7/17/2020,4.919,0,0,0,1123,0,0
BRA,South America,7/18/2020,4.86,0,0,0,844,0,0
BRA,South America,7/19/2020,4.921,0,0,0,708,0,0
BRA,South America,7/20/2020,4.876,0,0,0,768,0,0
BRA,South America,7/21/2020,4.892,0,0,0,1317,0,0
BRA,South America,7/22/2020,4.902,0,0,0,1296,0,0
BRA,South America,7/23/2020,4.912,0,0,0,1313,0,0
BRA,South America,7/24/2020,4.94,0,0,0,1165,0,0
BRA,South America,7/25/2020,5.11,0,0,0,1099,0,0
BRA,South America,7/26/2020,5.025,0,0,0,581,0,0
BRA,South America,7/27/2020,4.97,0,0,0,685,0,0
BRA,South America,7/28/2020,4.93,0,0,0,1258,0,0
BRA,South America,7/29/2020,4.866,0,0,0,1199,0,0
BRA,South America,7/30/2020,4.792,0,0,0,1202,0,0
BRA,South America,7/31/2020,4.86,0,0,0,1267,17.04,441.4364172
BRA,South America,8/1/2020,4.754,0,0,0,941,0,0
BRA,South America,8/2/2020,4.716,0,0,0,524,0,0
BRA,South America,8/3/2020,4.661,0,0,0,602,0,0
BRA,South America,8/4/2020,4.728,0,0,0,1358,0,0
BRA,South America,8/5/2020,4.839,0,0,0,1366,0,0
BRA,South America,8/6/2020,4.855,0,0,0,1226,0,0
BRA,South America,8/7/2020,4.734,0,0,0,1085,0,0
BRA,South America,8/8/2020,4.658,0,0,0,827,0,0
BRA,South America,8/9/2020,4.688,0,0,0,569,0,0
BRA,South America,8/10/2020,4.812,0,0,0,789,0,0
BRA,South America,8/11/2020,4.703,0,0,0,1194,0,0
BRA,South America,8/12/2020,4.582,0,0,0,1184,0,0
BRA,South America,8/13/2020,4.592,0,0,0,1242,0,0
BRA,South America,8/14/2020,4.54,0,0,0,1007,0,0
BRA,South America,8/15/2020,4.471,0,0,0,723,0,0
BRA,South America,8/16/2020,4.483,0,0,0,587,0,0
BRA,South America,8/17/2020,4.488,0,0,0,796,0,0
BRA,South America,8/18/2020,4.593,0,0,0,1352,0,0
BRA,South America,8/19/2020,4.579,0,0,0,1163,0,0
BRA,South America,8/20/2020,4.576,0,0,0,1237,0,0
BRA,South America,8/21/2020,4.605,0,0,0,1051,0,0
BRA,South America,8/22/2020,4.675,0,0,0,828,0,0
BRA,South America,8/23/2020,4.587,0,0,0,455,0,0
BRA,South America,8/24/2020,4.538,0,0,0,723,0,0
BRA,South America,8/25/2020,4.439,0,0,0,1203,0,0
BRA,South America,8/26/2020,4.383,0,0,0,1079,0,0
BRA,South America,8/27/2020,4.215,0,0,0,985,0,0
BRA,South America,8/28/2020,4.081,0,0,0,849,0,0
BRA,South America,8/29/2020,4.127,0,0,0,897,0,0
BRA,South America,8/30/2020,4.091,0,0,0,401,0,0
BRA,South America,8/31/2020,4.04,0,0,0,647,19.9,550.9003908
BRA,South America,9/1/2020,4.005,0,0,0,1150,0,0
BRA,South America,9/2/2020,4.088,0,0,0,1204,0,0
BRA,South America,9/3/2020,4.009,0,0,0,867,0,0
BRA,South America,9/4/2020,4.009,0,0,0,849,0,0
BRA,South America,9/5/2020,3.814,0,0,0,604,0,0
BRA,South America,9/6/2020,3.852,0,0,0,458,0,0
BRA,South America,9/7/2020,3.634,0,0,0,320,0,0
BRA,South America,9/8/2020,3.217,0,0,0,525,0,0
BRA,South America,9/9/2020,3.186,0,0,0,1157,0,0
BRA,South America,9/10/2020,3.257,0,0,0,974,0,0
BRA,South America,9/11/2020,3.257,0,0,0,848,0,0
BRA,South America,9/12/2020,3.365,0,0,0,767,0,0
BRA,South America,9/13/2020,3.33,0,0,0,405,0,0
BRA,South America,9/14/2020,3.422,0,0,0,458,0,0
BRA,South America,9/15/2020,3.793,0,0,0,1082,0,0
BRA,South America,9/16/2020,3.663,0,0,0,962,0,0
BRA,South America,9/17/2020,3.593,0,0,0,869,0,0
BRA,South America,9/18/2020,3.58,0,0,0,828,0,0
BRA,South America,9/19/2020,3.523,0,0,0,681,0,0
BRA,South America,9/20/2020,3.487,0,0,0,351,0,0
BRA,South America,9/21/2020,3.492,0,0,0,466,0,0
BRA,South America,9/22/2020,3.3,0,0,0,794,0,0
BRA,South America,9/23/2020,3.28,0,0,0,932,0,0
BRA,South America,9/24/2020,3.231,0,0,0,795,0,0
BRA,South America,9/25/2020,3.227,0,0,0,822,0,0
BRA,South America,9/26/2020,3.254,0,0,0,722,0,0
BRA,South America,9/27/2020,3.246,0,0,0,339,0,0
BRA,South America,9/28/2020,3.196,0,0,0,391,0,0
BRA,South America,9/29/2020,3.239,0,0,0,858,0,0
BRA,South America,9/30/2020,3.272,0,0,0,982,14.14,624.3678358
BRA,South America,10/1/2020,3.257,0,0,0,773,0,0
BRA,South America,10/2/2020,3.145,0,0,0,654,0,0
BRA,South America,10/3/2020,3.056,0,0,0,588,0,0
BRA,South America,10/4/2020,3.069,0,0,0,358,0,0
BRA,South America,10/5/2020,3.07,0,0,0,393,0,0
BRA,South America,10/6/2020,3.038,0,0,0,810,0,0
BRA,South America,10/7/2020,2.867,0,0,0,725,0,0
BRA,South America,10/8/2020,2.841,0,0,0,735,0,0
BRA,South America,10/9/2020,2.841,0,0,0,654,0,0
BRA,South America,10/10/2020,2.805,0,0,0,534,0,0
BRA,South America,10/11/2020,2.752,0,0,0,278,0,0
BRA,South America,10/12/2020,2.62,0,0,0,194,0,0
BRA,South America,10/13/2020,2.332,0,0,0,378,0,0
BRA,South America,10/14/2020,2.336,0,0,0,732,0,0
BRA,South America,10/15/2020,2.389,0,0,0,814,0,0
BRA,South America,10/16/2020,2.382,0,0,0,643,0,0
BRA,South America,10/17/2020,2.302,0,0,0,415,0,0
BRA,South America,10/18/2020,2.274,0,0,0,235,0,0
BRA,South America,10/19/2020,2.362,0,0,0,326,0,0
BRA,South America,10/20/2020,2.542,0,0,0,648,0,0
BRA,South America,10/21/2020,2.434,0,0,0,571,0,0
BRA,South America,10/22/2020,2.228,0,0,0,505,0,0
BRA,South America,10/23/2020,2.175,0,0,0,563,0,0
BRA,South America,10/24/2020,2.156,0,0,0,387,0,0
BRA,South America,10/25/2020,2.155,0,0,0,233,0,0
BRA,South America,10/26/2020,2.139,0,0,0,302,0,0
BRA,South America,10/27/2020,2.058,0,0,0,526,0,0
BRA,South America,10/28/2020,2.013,0,0,0,504,0,0
BRA,South America,10/29/2020,2.044,0,0,0,551,0,0
BRA,South America,10/30/2020,2.05,0,0,0,573,0,0
BRA,South America,10/31/2020,1.987,0,0,0,292,14.31,699.597081
BRA,South America,11/1/2020,1.967,0,0,0,203,0,0
BRA,South America,11/2/2020,1.876,0,0,0,165,0,0
BRA,South America,11/3/2020,1.717,0,0,0,288,0,0
BRA,South America,11/4/2020,1.793,0,0,0,618,0,0
BRA,South America,11/5/2020,1.828,0,0,0,603,0,0
BRA,South America,11/6/2020,1.626,0,0,0,271,0,0
BRA,South America,11/7/2020,1.584,0,0,0,228,0,0
BRA,South America,11/8/2020,1.575,0,0,0,190,0,0
BRA,South America,11/9/2020,1.589,0,0,0,186,0,0
BRA,South America,11/10/2020,1.529,0,0,0,198,0,0
BRA,South America,11/11/2020,1.5,0,0,0,574,0,0
BRA,South America,11/12/2020,1.72,0,0,0,933,0,0
BRA,South America,11/13/2020,1.923,0,0,0,576,0,0
BRA,South America,11/14/2020,2.26,0,0,0,734,0,0
BRA,South America,11/15/2020,2.227,0,0,0,140,0,0
BRA,South America,11/16/2020,2.274,0,0,0,257,0,0
BRA,South America,11/17/2020,2.594,0,0,0,678,0,0
BRA,South America,11/18/2020,2.714,0,0,0,754,0,0
BRA,South America,11/19/2020,2.526,0,0,0,650,0,0
BRA,South America,11/20/2020,2.484,0,0,0,513,0,0
BRA,South America,11/21/2020,2.232,0,0,0,357,0,0
BRA,South America,11/22/2020,2.258,0,0,0,178,0,0
BRA,South America,11/23/2020,2.323,0,0,0,355,0,0
BRA,South America,11/24/2020,2.289,0,0,0,627,0,0
BRA,South America,11/25/2020,2.202,0,0,0,623,0,0
BRA,South America,11/26/2020,2.242,0,0,0,710,0,0
BRA,South America,11/27/2020,2.272,0,0,0,559,0,0
BRA,South America,11/28/2020,2.397,0,0,0,544,0,0
BRA,South America,11/29/2020,2.434,0,0,0,233,0,0
BRA,South America,11/30/2020,2.431,0,0,0,351,14.77,773.1895691
BRA,South America,12/1/2020,2.47,0,0,0,685,0,0
BRA,South America,12/2/2020,2.507,0,0,0,679,0,0
BRA,South America,12/3/2020,2.541,0,0,0,761,0,0
BRA,South America,12/4/2020,2.62,0,0,0,678,0,0
BRA,South America,12/5/2020,2.689,0,0,0,647,0,0
BRA,South America,12/6/2020,2.76,0,0,0,340,0,0
BRA,South America,12/7/2020,2.809,0,0,0,425,0,0
BRA,South America,12/8/2020,2.885,0,0,0,798,0,0
BRA,South America,12/9/2020,3.001,0,0,0,853,0,0
BRA,South America,12/10/2020,3.006,0,0,0,769,0,0
BRA,South America,12/11/2020,2.995,0,0,0,661,0,0
BRA,South America,12/12/2020,3.015,0,0,0,677,0,0
BRA,South America,12/13/2020,2.985,0,0,0,295,0,0
BRA,South America,12/14/2020,3.043,0,0,0,513,0,0
BRA,South America,12/15/2020,3.134,0,0,0,934,0,0
BRA,South America,12/16/2020,3.193,0,0,0,941,0,0
BRA,South America,12/17/2020,3.387,0,0,0,1061,0,0
BRA,South America,12/18/2020,3.491,0,0,0,817,0,0
BRA,South America,12/19/2020,3.479,0,0,0,659,0,0
BRA,South America,12/20/2020,3.562,0,0,0,419,0,0
BRA,South America,12/21/2020,3.594,0,0,0,561,0,0
BRA,South America,12/22/2020,3.617,0,0,0,969,0,0
BRA,South America,12/23/2020,3.633,0,0,0,965,0,0
BRA,South America,12/24/2020,3.433,0,0,0,760,0,0
BRA,South America,12/25/2020,3.209,0,0,0,482,0,0
BRA,South America,12/26/2020,2.967,0,0,0,296,0,0
BRA,South America,12/27/2020,2.913,0,0,0,337,0,0
BRA,South America,12/28/2020,2.897,0,0,0,538,0,0
BRA,South America,12/29/2020,2.952,0,0,0,1051,0,0
BRA,South America,12/30/2020,3.12,0,0,0,1217,0,0
BRA,South America,12/31/2020,3.291,0,0,0,1016,23.94,899.2712012
BRA,South America,1/1/2021,3.282,0,0,0,469,0,0
BRA,South America,1/2/2021,3.28,0,0,0,293,0,0
BRA,South America,1/3/2021,3.263,0,0,0,311,0,0
BRA,South America,1/4/2021,3.302,0,0,0,597,0,0
BRA,South America,1/5/2021,3.393,0,0,0,1188,0,0
BRA,South America,1/6/2021,3.403,0,0,0,1231,0,0
BRA,South America,1/7/2021,3.737,0,0,0,1518,0,0
BRA,South America,1/8/2021,4.145,0,0,0,1081,0,0
BRA,South America,1/9/2021,4.622,0,0,0,1009,0,0
BRA,South America,1/10/2021,4.742,0,0,0,490,0,0
BRA,South America,1/11/2021,4.671,0,0,0,491,0,0
BRA,South America,1/12/2021,4.629,0,0,0,1125,0,0
BRA,South America,1/13/2021,4.651,0,0,0,1264,0,0
BRA,South America,1/14/2021,4.408,0,0,0,1154,0,0
BRA,South America,1/15/2021,4.444,0,0,0,1135,0,0
BRA,South America,1/16/2021,4.448,0,0,0,1014,0,0
BRA,South America,1/17/2021,4.488,112,112,0,551,0,0
BRA,South America,1/18/2021,4.478,1109,1109,0,476,0,0
BRA,South America,1/19/2021,4.502,13527,13527,0,1160,0,0
BRA,South America,1/20/2021,4.589,105824,105824,0,1395,0,0
BRA,South America,1/21/2021,4.718,193699,193699,0,1347,0,0
BRA,South America,1/22/2021,4.675,462269,462269,0,1071,0,0
BRA,South America,1/23/2021,4.762,573268,573268,0,1145,0,0
BRA,South America,1/24/2021,4.792,613954,613954,0,595,0,0
BRA,South America,1/25/2021,4.934,801759,801759,0,690,0,0
BRA,South America,1/26/2021,4.931,1045746,1045746,0,1155,0,0
BRA,South America,1/27/2021,4.892,1327546,1327546,0,1336,0,0
BRA,South America,1/28/2021,4.952,1563098,1563098,0,1438,0,0
BRA,South America,1/29/2021,4.963,1923813,1923813,0,1087,0,0
BRA,South America,1/30/2021,4.994,2046523,2046523,0,1192,0,0
BRA,South America,1/31/2021,4.976,2084119,2084119,0,568,34.11,1079.310766
BRA,South America,2/1/2021,4.932,2292551,2292551,0,623,0,0
BRA,South America,2/2/2021,5.002,2521704,2521704,0,1261,0,0
BRA,South America,2/3/2021,4.911,2802134,2802134,0,1199,0,0
BRA,South America,2/4/2021,4.803,3074906,3074906,0,1276,0,0
BRA,South America,2/5/2021,4.912,3401383,3399421,1962,1251,0,0
BRA,South America,2/6/2021,4.742,3553681,3534004,19677,937,0,0
BRA,South America,2/7/2021,4.69,3605538,3579850,25688,489,0,0
BRA,South America,2/8/2021,4.755,3820207,3786591,33616,721,0,0
BRA,South America,2/9/2021,4.791,4120332,4069677,50655,1315,0,0
BRA,South America,2/10/2021,4.899,4406835,4326075,80760,1361,0,0
BRA,South America,2/11/2021,5.01,4696136,4586270,109866,1442,0,0
BRA,South America,2/12/2021,4.989,5125206,4946738,178468,1220,0,0
BRA,South America,2/13/2021,5.048,5236943,5042713,194230,1025,0,0
BRA,South America,2/14/2021,5.157,5293979,5076110,217869,653,0,0
BRA,South America,2/15/2021,5.084,5609937,5324317,285620,611,0,0
BRA,South America,2/16/2021,4.935,5883539,5326007,557532,1092,0,0
BRA,South America,2/17/2021,4.82,6206680,5482925,723755,1189,0,0
BRA,South America,2/18/2021,4.818,6535156,5640483,894673,1439,0,0
BRA,South America,2/19/2021,4.892,6813168,5756361,1056807,1331,0,0
BRA,South America,2/20/2021,4.896,6950802,5817908,1132894,1031,0,0
BRA,South America,2/21/2021,4.865,7028356,5857080,1171276,606,0,0
BRA,South America,2/22/2021,4.932,7297061,6002873,1294188,711,0,0
BRA,South America,2/23/2021,5.11,7551676,6116082,1435594,1359,0,0
BRA,South America,2/24/2021,5.281,7799000,6202055,1596945,1446,0,0
BRA,South America,2/25/2021,5.372,8101787,6346769,1755018,1575,0,0
BRA,South America,2/26/2021,5.38,8322042,6437836,1884206,1343,0,0
BRA,South America,2/27/2021,5.527,8433568,6518628,1914940,1252,0,0
BRA,South America,2/28/2021,5.638,8465403,6542206,1923197,773,33.57,1240.002256
BRA,South America,3/1/2021,5.716,8841027,6806293,2034734,828,0,0
BRA,South America,3/2/2021,5.958,9277322,7114219,2163103,1721,0,0
BRA,South America,3/3/2021,6.225,9739676,7417852,2321824,1848,0,0
BRA,South America,3/4/2021,6.381,10169160,7701146,2468014,1808,0,0
BRA,South America,3/5/2021,6.628,10576542,7958939,2617603,1714,0,0
BRA,South America,3/6/2021,6.787,10830688,8142004,2688684,1490,0,0
BRA,South America,3/7/2021,7.003,10948409,8227671,2720738,1098,0,0
BRA,South America,3/8/2021,7.199,11357494,8504966,2852528,1122,0,0
BRA,South America,3/9/2021,7.353,11756131,8764547,2991584,1951,0,0
BRA,South America,3/10/2021,7.708,12181103,9013293,3167810,2381,0,0
BRA,South America,3/11/2021,7.966,12613179,9298511,3314668,2195,0,0
BRA,South America,3/12/2021,8.238,13017720,9547655,3470065,2122,0,0
BRA,South America,3/13/2021,8.548,13223729,9669967,3553762,1956,0,0
BRA,South America,3/14/2021,8.53,13286664,9718209,3568455,1070,0,0
BRA,South America,3/15/2021,8.671,13763573,10087787,3675786,1334,0,0
BRA,South America,3/16/2021,9.27,14198794,10402388,3796406,2850,0,0
BRA,South America,3/17/2021,9.457,14648691,10725474,3923217,2661,0,0
BRA,South America,3/18/2021,9.809,15087602,11055747,4031855,2724,0,0
BRA,South America,3/19/2021,10.165,15623349,11509501,4113848,2656,0,0
BRA,South America,3/20/2021,10.44,15883688,11739832,4143856,2368,0,0
BRA,South America,3/21/2021,10.558,15980363,11818482,4161881,1247,0,0
BRA,South America,3/22/2021,10.737,16567102,12314847,4252255,1603,0,0
BRA,South America,3/23/2021,10.935,17157631,12817812,4339819,3147,0,0
BRA,South America,3/24/2021,10.706,17886781,13436373,4450408,2317,0,0
BRA,South America,3/25/2021,10.659,18655345,14102934,4552411,2654,0,0
BRA,South America,3/26/2021,11.229,19577786,14928869,4648917,3510,0,0
BRA,South America,3/27/2021,11.922,19962072,15282128,4679944,3409,0,0
BRA,South America,3/28/2021,12.146,20216938,15513974,4702964,1582,0,0
BRA,South America,3/29/2021,12.419,21160763,16335279,4825484,2013,0,0
BRA,South America,3/30/2021,12.758,21950245,16995184,4955061,3655,0,0
BRA,South America,3/31/2021,13.829,22839287,17745732,5093555,3925,83.18,1683.659587
BRA,South America,4/1/2021,14.497,23880805,18639028,5241777,3655,0,0
BRA,South America,4/2/2021,14.024,24181208,18900837,5280371,2801,0,0
BRA,South America,4/3/2021,13.024,24575470,19222342,5353128,1909,0,0
BRA,South America,4/4/2021,12.798,24910668,19510333,5400335,1242,0,0
BRA,South America,4/5/2021,12.73,25658532,20056296,5602236,1912,0,0
BRA,South America,4/6/2021,13.006,26736003,20850120,5885883,4068,0,0
BRA,South America,4/7/2021,12.836,27644079,21538484,6105595,3671,0,0
BRA,South America,4/8/2021,13.165,28653848,22246612,6407236,4148,0,0
BRA,South America,4/9/2021,13.799,29544578,22693305,6851273,3752,0,0
BRA,South America,4/10/2021,14.111,30084664,23097172,6987492,2378,0,0
BRA,South America,4/11/2021,14.521,30356896,23300896,7056000,1857,0,0
BRA,South America,4/12/2021,14.387,31316420,23910515,7405905,1711,0,0
BRA,South America,4/13/2021,14.18,32217205,24473138,7744067,3757,0,0
BRA,South America,4/14/2021,14.029,33148388,24996380,8152008,3445,0,0
BRA,South America,4/15/2021,13.591,34050325,25478194,8572131,3491,0,0
BRA,South America,4/16/2021,13.315,34993448,25810304,9183144,3337,0,0
BRA,South America,4/17/2021,13.647,35603882,26085155,9518727,2877,0,0
BRA,South America,4/18/2021,13.424,35817144,26210282,9606862,1522,0,0
BRA,South America,4/19/2021,13.454,36910479,26707227,10203252,1756,0,0
BRA,South America,4/20/2021,13.181,37909705,27184073,10725632,3347,0,0
BRA,South America,4/21/2021,13.016,38467754,27518053,10949701,3197,0,0
BRA,South America,4/22/2021,12.056,39291064,27887014,11404050,2051,0,0
BRA,South America,4/23/2021,11.859,41073104,28783905,12289199,3042,0,0
BRA,South America,4/24/2021,11.785,41494939,28981002,12513937,2766,0,0
BRA,South America,4/25/2021,11.66,41626753,29041497,12585256,1334,0,0
BRA,South America,4/26/2021,11.409,42787199,29601947,13185252,1380,0,0
BRA,South America,4/27/2021,11.232,44287510,30275923,14011587,3081,0,0
BRA,South America,4/28/2021,11.109,45379804,30748674,14631130,3012,0,0
BRA,South America,4/29/2021,11.762,46426188,31243694,15182494,3032,0,0
BRA,South America,4/30/2021,11.642,47399150,31696792,15702358,2861,71.83,2067.230943
BRA,South America,5/1/2021,11.291,47663526,31830880,15832646,2240,0,0
BRA,South America,5/2/2021,11.246,47755613,31884404,15871209,1266,0,0
BRA,South America,5/3/2021,11.076,48643324,32345310,16298014,1125,0,0
BRA,South America,5/4/2021,11.008,49626137,32896171,16729966,2979,0,0
BRA,South America,5/5/2021,10.847,50576224,33490395,17085829,2771,0,0
BRA,South America,5/6/2021,10.517,51624587,34271192,17353395,2536,0,0
BRA,South America,5/7/2021,10.067,52647815,35008550,17639265,2186,0,0
